Museum_Number	UCM_Number	Canister	Class	Order	Family	Subfamily	Genus	Species	Element_original	Notes	Last ID revision	include.in.diversity.stats	Old IDs	order	genus	species	element
LACMP23-34000	NSF-17-785	C3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-34001	NSF-17-786	C3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-34002	NSF-17-787	C3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34003	NSF-17-788	C3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34004	NSF-17-789	C3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34005	NSF-17-790	C3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34006	NSF-17-791	C3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34007	NSF-17-792	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M1			y					
LACMP23-34008	NSF-17-793	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower rt m1 frag			y					
LACMP23-34009	NSF-17-794	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M1			y					
LACMP23-34010	NSF-17-795	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	molar frag			y					
LACMP23-34011	NSF-17-796	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper rt M2			y					
LACMP23-34012	NSF-17-797	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper rt M1			y					
LACMP23-34013	NSF-17-798	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M3 frag			y					
LACMP23-34014	NSF-17-799	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper palate	no teeth		y					
LACMP23-34015	NSF-17-800	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	rt dentary frag w/ incisor			y					
LACMP23-34016	NSF-17-801	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	molar frag			y					
LACMP23-34017	NSF-17-802	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower rt m2			y					
LACMP23-34018	NSF-17-803	C3/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower rt m1/m2			y					
LACMP23-34019	NSF-17-804	C3/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper rt M1/M2			y					
LACMP23-34020	NSF-17-805	C3/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower tooth frag			y					
LACMP23-34021	NSF-17-806	C3/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower lt p4			y					
LACMP23-34022	NSF-17-807	C3/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper rt M1/M2	small		y					
LACMP23-34023	NSF-17-808	C3/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper tooth frag			y					
LACMP23-34024	NSF-17-809	C3/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower tooth frag			y					
LACMP23-34025	NSF-17-810	C3/L6	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus	sp	rt dentary	no teeth	10/1/2018	y					
LACMP23-34026	NSF-17-811	C3/L6	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus	sp	lt dentary w/ incisor		10/1/2018	y					
LACMP23-34027	NSF-17-812	C3/L6	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper rt M1		8/6/2019	y					
LACMP23-34028	NSF-17-813	C3/L6	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower lt m1	grade 2, size intermidate b/w Pcal and Pman (~Ptruei?)	8/6/2019	y					
LACMP23-34029	NSF-17-814	C3/L6	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper rt M1		8/6/2019	y					
LACMP23-34030	NSF-17-815	C3/L6	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	cf P. maniculatus	lower rt m1	small anteroconid, grade 0	8/6/2019	y					
LACMP23-34031	NSF-17-816	C3/L6	Mammalia	Rodentia	Cricetidae	Neotominae			lt dentary frag	no teeth		y					
LACMP23-34032	NSF-17-817	C3/L6	Mammalia	Rodentia	Cricetidae	Neotominae			upper lt M1	Surface covered, ~Pman sized	8/6/2019	y					
LACMP23-34033	NSF-17-818	C3/L6	Mammalia	Rodentia	Cricetidae	Neotominae			lower rt m2		1/29/2019	y					
LACMP23-34034	NSF-17-819	C3/L6	Mammalia	Rodentia	Cricetidae	Neotominae	?Peromyscus	sp	partial lower lt m1		8/6/2019	y					
LACMP23-34035	NSF-17-820	C3/L6	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper rt M1	surface covered	8/6/2019	y					
LACMP23-34036	NSF-17-821	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	molar frag			y					
LACMP23-34037	NSF-17-822	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	molar frag			y					
LACMP23-34038	NSF-17-823	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	molar frag			y					
LACMP23-34039	NSF-17-824	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower rt m3			y					
LACMP23-34040	NSF-17-825	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt m3 frag			y					
LACMP23-34041	NSF-17-826	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	cf Microtus	sp	rt dentary frag			y					
LACMP23-34042	NSF-17-827	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	cf Microtus	sp	lt dentary frag w/ incisor			y					
LACMP23-34043	NSF-17-828	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower lt m1 frag			y					
LACMP23-34044	NSF-17-829	C3/L6	Mammalia	Carnivora	Mustelidae	Mustelinae	Mustela	frenata	upper canine			y					
LACMP23-34045	NSF-17-830	C3/L6	Mammalia	Carnivora	Mustelidae	Mustelinae	Mustela	frenata	upper rt M1			y					
LACMP23-34046	NSF-17-831	C3/L6	Mammalia	Carnivora					incisor frag?			n					
LACMP23-34047	NSF-17-832	C3/L6	Mammalia	Carnivora	Mustelidae	Mustelinae	?Mustela	frenata	worn m2?			y					
LACMP23-34048	NSF-17-833	C3/L6	Mammalia	Rodentia	Cricetidae	Neotominae	?Neotoma	sp	broken molar	multiple frags		y					
LACMP23-34049	NSF-17-834	C3/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	tooth frag			y					
LACMP23-34050	NSF-17-835	C3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				maxillary frag			y					
LACMP23-34051	NSF-17-836	C3/L6	Mammalia						partial tooth			n					
LACMP23-34052	NSF-17-837	C3/L6	Mammalia						tooth 			n					
LACMP23-34053	NSF-17-838	B3/L3	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower lt m1	grade 0?, surface covered	8/6/2019	y					
LACMP23-34054	NSF-17-839	B3/L3	Mammalia	Rodentia	Cricetidae	Neotominae	?Peromyscus	sp	lower lt m1	surface covered, grade 0?	8/6/2019	y					
LACMP23-34055	NSF-17-840	B3/L3	Mammalia	Rodentia	Cricetidae	Neotominae			upper lt M2		1/29/2019	y					
LACMP23-34056	NSF-17-841	B3/L3	Mammalia	Rodentia	Cricetidae	Neotominae			lower lt m2		1/29/2019	y					
LACMP23-34057	NSF-17-842	B3/L3	Mammalia	Rodentia	Cricetidae	Neotominae			lower rt m2	worn, digested?		y					
LACMP23-34058	NSF-17-843	B3/L3	Mammalia	Rodentia	Cricetidae	Neotominae			lower lt m2	worn		y					
LACMP23-34059	NSF-17-844	B3/L3	Mammalia	Rodentia	Cricetidae	Neotominae			lower rt m2		1/29/2019	y					
LACMP23-34060	NSF-17-845	B3/L3	Mammalia	Rodentia	Cricetidae	Neotominae			lower lt m1	strange cusps, very small, juv?	8/6/2019	y					
LACMP23-34061	NSF-17-846	B3/L3	Mammalia	Rodentia	Cricetidae	Neotominae			rt dentary frag	no teeth		y					
LACMP23-34062	NSF-17-847	B3/L3	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	upper molar			y					
LACMP23-34063	NSF-17-848	B3/L3	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	molar			y					
LACMP23-34064	NSF-17-849	B3/L3	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower molar			y					
LACMP23-34065	NSF-17-850	B3/L3	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	upper molar			y					
LACMP23-34066	NSF-17-851	B3/L3	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower molar			y					
LACMP23-34067	NSF-17-852	B3/L3	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-34068	NSF-17-853	B3/L3	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-34069	NSF-17-854	B3/L3	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34070	NSF-17-855	B3/L3	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34071	NSF-17-856	B3/L3	Mammalia	Rodentia	Geomyidae/Heteromyidae				maxillary frag			y					
LACMP23-34072	NSF-17-857	B3/L3	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M3			y					
LACMP23-34073	NSF-17-858	B3/L3	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower lt m3			y					
LACMP23-34074	NSF-17-859	B3/L3	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower lt p4			y					
LACMP23-34075	NSF-17-860	C2/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y					
LACMP23-34076	NSF-17-861	C2/L2	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth			y					
LACMP23-34077	NSF-17-862	C2/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower lt m1		5/17/2020	y					
LACMP23-34078	NSF-17-863	C2/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower lt m1		5/17/2020	y					
LACMP23-34079	NSF-17-864	C2/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower rt m1		5/17/2020	y					
LACMP23-34080	NSF-17-865	C2/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower rt m1		5/17/2020	y					
LACMP23-34081	NSF-17-866	C2/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M3	juv?		y					
LACMP23-34082	NSF-17-867	C2/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M2			y					
LACMP23-34083	NSF-17-868	C2/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper rt M2			y					
LACMP23-34084	NSF-17-869	C2/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M2			y					
LACMP23-34085	NSF-17-870	C2/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M1	surface covered 		y					
LACMP23-34086	NSF-17-871	C2/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower m1/m2 frag			y					
LACMP23-34087	NSF-17-872	C2/L2	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower rt m2			y					
LACMP23-34088	NSF-17-873	C2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Neotoma	sp	upper rt M1			y					
LACMP23-34089	NSF-17-874	C2/L2	Mammalia	Rodentia	Geomyidae	Thomomyinae	Thomomys	sp	lower lt m1/m2 	broken, 2 frags		y					
LACMP23-34090	NSF-17-875	C2/L2	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-34091	NSF-17-876	C2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	cf P. maniculatus	lower rt m1	small anteroconid, grade 0	8/6/2019	y					
LACMP23-34092	NSF-17-877	C2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper rt M1	surface covered	8/6/2019	y					
LACMP23-34093	NSF-17-878	C2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower rt m1	grade 0 surface covered	8/6/2019	y					
LACMP23-34094	NSF-17-879	C2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower rt m1	worn, grade 0	8/6/2019	y					
LACMP23-34095	NSF-17-880	C2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lower rt m2	worn		y					
LACMP23-34096	NSF-17-881	C2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			lower rt m2		1/29/2019	y					
LACMP23-34097	NSF-17-882	C2/L2	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper lt M1	worn, small accessory loph	8/6/2019	y					
LACMP23-34098	NSF-17-883	C2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			partial rt dentary	no teeth		y					
LACMP23-34099	NSF-17-884	C2/L2	Mammalia	Rodentia	Cricetidae				tooth	strange shape		n					
LACMP23-34100	NSF-17-885	C2/L2	Mammalia	Rodentia	Cricetidae	Neotominae			upper lt M2		1/29/2019	y					
LACMP23-34101	NSF-17-886	D3/L6	Mammalia	Carnivora	Canidae		Canis	cf latrans	lower lt i1/i2			n					
LACMP23-34102	NSF-17-887	D3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	molar frag			y					
LACMP23-34103	NSF-17-888	D3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	molar frag			y					
LACMP23-34104	NSF-17-889	D3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower lt m3			y					
LACMP23-34105	NSF-17-890	D3/L6	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower lt m1	grade 0	8/6/2019	y					
LACMP23-34106	NSF-17-891	D3/L6	Mammalia	Rodentia	Cricetidae	Neotominae	?Peromyscus	sp	partial lower rt m1		8/6/2019	y					
LACMP23-34107	NSF-17-892	D3/L6	Mammalia	Rodentia	Cricetidae	Neotominae	Neotoma	sp	upper rt M3			y					
LACMP23-34108	NSF-17-893	D3/L6	Mammalia	Rodentia	Cricetidae	Neotominae			maxillary frag			y					
LACMP23-34109	NSF-17-894	D3/L6	Mammalia	Rodentia	Cricetidae	Neotominae			molar frag			y					
LACMP23-34110	NSF-17-895	D3/L6	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower rt m1	grade 0	8/6/2019	y					
LACMP23-34111	NSF-17-896	D3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth			y					
LACMP23-34112	NSF-17-897	D3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	partial upper tooth			y					
LACMP23-34113	NSF-17-898	D3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth			y					
LACMP23-34114	NSF-17-899	D3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y					
LACMP23-34115	NSF-17-900	D3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y					
LACMP23-34116	NSF-17-901	D3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	partial lower lt tooth			y					
LACMP23-34117	NSF-17-902	D3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	audubonii	lower rt p3	subadult?	6/6/2019	y					
LACMP23-34118	NSF-17-903	D3/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower (rt?) m1/m2			y					
LACMP23-34119	NSF-17-904	D3/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower rt m1/m2			y					
LACMP23-34120	NSF-17-905	D3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-34121	NSF-17-906	D3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-34122	NSF-17-907	D3/L6	Mammalia	Rodentia	?Heteromyidae	Dipodomyinae	?Dipodomys	sp	tooth, p4?	juv		y					
LACMP23-34123	NSF-17-908	D3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	broken, 2 frags		y					
LACMP23-34124	NSF-17-909	D3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34125	NSF-17-910	D3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34126	NSF-17-911	D3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34127	NSF-17-912	D3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-34128	NSF-17-913	D3/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Neotamias/Tamias	sp	lower tooth frag			y					
LACMP23-34129	NSF-17-914	D3/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower rt m1/m2	juv		y					
LACMP23-34130	NSF-17-915	D3/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower rt m1/m2			y					
LACMP23-34131	NSF-17-916	D3/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower rt m1/m2 frag			y					
LACMP23-34132	NSF-17-917	D3/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper rt M1/M2 frag			y					
LACMP23-34133	NSF-17-918	D3/L6	Mammalia	Rodentia	Sciuridae	Xerinae			lower tooth frag			y					
LACMP23-34134	NSF-17-919	D3/L6	Mammalia	Rodentia	?Sciuridae				tooth frag			y					
LACMP23-34135	NSF-17-920	D3/L6	Mammalia						partial tooth			n					
LACMP23-34136	NSF-17-921	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth			y					
LACMP23-34137	NSF-17-922	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y					
LACMP23-34138	NSF-17-923	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	partial upper rt tooth			y					
LACMP23-34139	NSF-17-924	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y					
LACMP23-34140	NSF-17-925	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y					
LACMP23-34141	NSF-17-926	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth			y					
LACMP23-34142	NSF-17-927	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt P2			y					
LACMP23-34143	NSF-17-928	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth			y					
LACMP23-34144	NSF-17-929	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper (rt?) tooth			y					
LACMP23-34145	NSF-17-930	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth			y					
LACMP23-34146	NSF-17-931	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y					
LACMP23-34147	NSF-17-932	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y					
LACMP23-34148	NSF-17-933	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	partial upper tooth			y					
LACMP23-34149	NSF-17-934	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	weathered upper tooth			y					
LACMP23-34150	NSF-17-935	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	rt posterior dentary frag w/ p4-m2			y					
LACMP23-34151	NSF-17-936	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	rt maxilla w/ P3-M2			y					
LACMP23-34152	NSF-17-937	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt maxillary frag w/ cheeck tooth			y					
LACMP23-34153	NSF-17-938	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt dentary frag	juv		y					
LACMP23-34154	NSF-17-939	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y					
LACMP23-34155	NSF-17-940	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt p3	juv		y					
LACMP23-34156	NSF-17-941	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth			y					
LACMP23-34157	NSF-17-942	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth			y					
LACMP23-34158	NSF-17-943	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y					
LACMP23-34159	NSF-17-944	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower m3			y					
LACMP23-34160	NSF-17-945	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y					
LACMP23-34161	NSF-17-946	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt P2			y					
LACMP23-34162	NSF-17-947	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower m3			y					
LACMP23-34163	NSF-17-948	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag			y					
LACMP23-34164	NSF-17-949	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt maxilla	no teeth		y					
LACMP23-34165	NSF-17-950	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt anterior dentary frag			y					
LACMP23-34166	NSF-17-951	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt posterior dentary frag			y					
LACMP23-34167	NSF-17-952	B2/L6	Mammalia	Rodentia	Cricetidae	Neotominae	Neotoma 	sp	lower lt m2			y					
LACMP23-34168	NSF-17-953	B2/L6	Mammalia	Rodentia	Cricetidae	Neotominae	Neotoma 	sp	lower lt m1	juv?		y					
LACMP23-34169	NSF-17-954	B2/L6	Mammalia	Rodentia	Cricetidae	Neotominae	Neotoma 	sp	upper rt M3	lophs not fully differentiated, juv?		y					
LACMP23-34170	NSF-17-955	B2/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper rt M1/M2			y					
LACMP23-34171	NSF-17-956	B2/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower lt m1/m2			y					
LACMP23-34172	NSF-17-957	B2/L6	Mammalia	Carnivora					incisor frag			n					
LACMP23-34173	NSF-17-958	B2/L6	Mammalia	Eulipotyphla	Soricidae	Soricinae			partial rt dentary			y					
LACMP23-34174	NSF-17-959	B2/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower lt m1		5/17/2020	y					
LACMP23-34175	NSF-17-960	B2/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	californicus	lower lt m1		1/29/2019	y					
LACMP23-34176	NSF-17-961	B2/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	partial lower rt m1			y					
LACMP23-34177	NSF-17-962	B2/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	californicus	lower rt m1		1/29/2019	y					
LACMP23-34178	NSF-17-963	B2/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower lt m1		5/17/2020	y					
LACMP23-34179	NSF-17-964	B2/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower lt m1 frag			y					
LACMP23-34180	NSF-17-965	B2/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper rt M1			y					
LACMP23-34181	NSF-17-966	B2/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper rt M3			y					
LACMP23-34182	NSF-17-967	B2/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower rt m2			y					
LACMP23-34183	NSF-17-968	B2/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M1	juv?		y					
LACMP23-34184	NSF-17-969	B2/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower rt m2	juv?		y					
LACMP23-34185	NSF-17-970	B2/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M1			y					
LACMP23-34186	NSF-17-971	B2/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lt anterior dentary frag			y					
LACMP23-34187	NSF-17-972	B2/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lt anterior dentary frag			y					
LACMP23-34188	NSF-17-973	B2/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower lt m2			y					
LACMP23-34189	NSF-17-974	B2/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	partial upper lt M1			y					
LACMP23-34190	NSF-17-975	B2/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	partial rt dentary w/ incisor 			y					
LACMP23-34191	NSF-17-976	B2/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower (rt?) m1/m2			y					
LACMP23-34192	NSF-17-977	B2/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower (lt?) p4			y					
LACMP23-34193	NSF-17-978	B2/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-34195	NSF-17-979	B2/L6	Mammalia	Rodentia	?Heteromyidae				lower (rt?) m1/m2		1/29/2019	y					
LACMP23-34194	NSF-17-980	B2/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	molar			y					
LACMP23-34196	NSF-17-981	B2/L6	Mammalia	Rodentia	?Heteromyidae				worn molar		1/29/2019	y					
LACMP23-34197	NSF-17-982	B2/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower (rt?) molar			y					
LACMP23-34198	NSF-17-983	B2/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	upper (rt?) M1/M2			y					
LACMP23-34199	NSF-17-984	B2/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-34200	NSF-17-985	B2/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	molar	broken		y					
LACMP23-34201	NSF-17-986	B2/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower m1/m2			y					
